CODIGO_CALLE,TIPO_VIA,NOMBRE_CALLE,PRIMER_NUM_TRAMO,ULTIMO_NUM_TRAMO,BARRIO,COD_DISTRITO,NOM_DISTRITO
13433,CL,CARMEN LOPEZ FERNANDEZ,2,22,LA PELUSA ,2,ESTE
21767,PL,CARMEN OLMEDO ,1,1,PERCHEL NORTE ,1,CENTRO
21767,PL,CARMEN OLMEDO ,2,2,PERCHEL NORTE ,1,CENTRO
81744,DSMO,CARMEN PUERTO ,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21473,PL,CARMEN THYSSEN-BORNEMISZA ,1,1,CENTRO HISTORICO,1,CENTRO
21473,PL,CARMEN THYSSEN-BORNEMISZA ,2,2,CENTRO HISTORICO,1,CENTRO
21774,PL,CARMENCITA LA COMADRONA ,1,1,EL CHANQUETE,2,ESTE
21774,PL,CARMENCITA LA COMADRONA ,2,2,EL CHANQUETE,2,ESTE
13452,GTA ,CARNAVAL DEL,1,1,CORTIJO DE TORRES ,6,CRUZ DE HUMILLADERO 
13452,GTA ,CARNAVAL DEL,2,2,EL DUENDE ,6,CRUZ DE HUMILLADERO 
21483,CL,CARNERO LA FRESNEDA ,1,23,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21483,CL,CARNERO LA FRESNEDA ,2,32,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21760,CMNO,CARNERO LA FRESNEDA ,1,9,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21760,CMNO,CARNERO LA FRESNEDA ,2,12,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21760,CMNO,CARNERO LA FRESNEDA ,14,22,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
13454,CL,CARNICERITO ,1,7,VISTAFRANCA ,7,CARRETERA DE CADIZ
13454,CL,CARNICERITO ,2,8,VISTAFRANCA ,7,CARRETERA DE CADIZ
13496,CL,CARO SANCHEZ,1,23,LA MOSCA,2,ESTE
13496,CL,CARO SANCHEZ,2,24,LA MOSCA,2,ESTE
2940,CL,CAROLINA LA ,1,63,LOS PAREDONES ,8,CHURRIANA 
2940,CL,CAROLINA LA ,2,46,LA NORIA,8,CHURRIANA 
13503,CL,CARONTE ,1,1,CA�AVERAL ,10,PUERTO DE LA TORRE
13503,CL,CARONTE ,2,16,CA�AVERAL ,10,PUERTO DE LA TORRE
13510,CL,CARPAS,1,3,SUAREZ,4,BAILEN-MIRAFLORES 
13510,CL,CARPAS,2,4,SUAREZ,4,BAILEN-MIRAFLORES 
13524,CL,CARPINTEROS ,1,11,POL IND RONDA EXTERIOR,6,CRUZ DE HUMILLADERO 
13524,CL,CARPINTEROS ,2,22,POL IND RONDA EXTERIOR,6,CRUZ DE HUMILLADERO 
13552,CL,CARPIO,1,17,HUELIN,7,CARRETERA DE CADIZ
13552,CL,CARPIO,2,52,HUELIN,7,CARRETERA DE CADIZ
13580,CL,CARRACA ,1,5,PARQUE VICTORIA EUGENIA ,4,BAILEN-MIRAFLORES 
13580,CL,CARRACA ,2,4,VICTORIA EUGENIA,4,BAILEN-MIRAFLORES 
13580,CL,CARRACA ,6,10,PARQUE VICTORIA EUGENIA ,4,BAILEN-MIRAFLORES 
13608,CL,CARRASCO,1,3,LAGUNILLAS,1,CENTRO
13608,CL,CARRASCO,2,14,LAGUNILLAS,1,CENTRO
13622,PL,CARRASCON ,1,5,EL PALO ,2,ESTE
13622,PL,CARRASCON ,2,4,EL PALO ,2,ESTE
13636,CL,CARRATRACA,1,33,TIRO DE PICHON,6,CRUZ DE HUMILLADERO 
13636,CL,CARRATRACA,2,32,TIRO DE PICHON,6,CRUZ DE HUMILLADERO 
82375,DSMO,CARRETERA DEL PILAR ,1,1,DSMO DM CHURRIANA ,8,CHURRIANA 
13664,CL,CARRETERIA,1,89,LA GOLETA ,1,CENTRO
13664,CL,CARRETERIA,91,105,SAN FELIPE NERI ,1,CENTRO
13664,CL,CARRETERIA,107,111,LA MERCED ,1,CENTRO
13664,CL,CARRETERIA,2,104,CENTRO HISTORICO,1,CENTRO
81712,DSMO,CARRETERILLO,1,1,LOS G�MEZ-ZAPATERO,5,PALMA-PALMILLA
81713,DSMO,CARRETERO ,1,1,LOS G�MEZ-ZAPATERO,5,PALMA-PALMILLA
13692,CL,CARRIL,1,41,LA TRINIDAD ,1,CENTRO
13692,CL,CARRIL,2,44,LA TRINIDAD ,1,CENTRO
82608,DSMO,CARRIL DE GLORIA,1,9,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82608,DSMO,CARRIL DE GLORIA,2,10,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
13720,CL,CARRION ,1,17,EL EJIDO,1,CENTRO
13720,CL,CARRION ,2,10,EL EJIDO,1,CENTRO
21656,CMNO,CARRIZOS LOS,1,33,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21656,CMNO,CARRIZOS LOS,2,40,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
13734,CL,CARTAJIMA ,1,5,SAN RAFAEL,6,CRUZ DE HUMILLADERO 
13734,CL,CARTAJIMA ,2,6,SAN RAFAEL,6,CRUZ DE HUMILLADERO 
13741,CL,CARTAMA ,1,7,CASTA�ETAS,9,CAMPANILLAS 
13741,CL,CARTAMA ,2,4,CASTA�ETAS,9,CAMPANILLAS 
13776,CL,CARTAOJAL ,1,53,MAQUEDA ,9,CAMPANILLAS 
13776,CL,CARTAOJAL ,2,64,MAQUEDA ,9,CAMPANILLAS 
13790,PJE ,CARTAOJAL ,1,17,MAQUEDA ,9,CAMPANILLAS 
13790,PJE ,CARTAOJAL ,2,16,MAQUEDA ,9,CAMPANILLAS 
13804,CL,CARTAYA ,1,11,POL IND LOS GUINDOS ,7,CARRETERA DE CADIZ
13804,CL,CARTAYA ,2,14,POL IND LOS GUINDOS ,7,CARRETERA DE CADIZ
13832,PJE ,CARTERO ,1,15,GRANJA SUAREZ ,4,BAILEN-MIRAFLORES 
13832,PJE ,CARTERO ,2,14,GRANJA SUAREZ ,4,BAILEN-MIRAFLORES 
13860,CL,CARTUCHERITA,1,17,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
13860,CL,CARTUCHERITA,2,10,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
35146,CL,CARUSO,1,35,LOS PRADOS,6,CRUZ DE HUMILLADERO 
35146,CL,CARUSO,2,34,LOS PRADOS,6,CRUZ DE HUMILLADERO 
80481,DSMO,CASA,1,1,DSMO DM ESTE,2,ESTE
80651,DSMO,CASA ANTONIO MOLINA RANEA ,1,1,DSMO DM ESTE,2,ESTE
82535,DSMO,CASA BLANCA PALOMA,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81117,DSMO,CASA CALVARIO ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
80154,DSMO,CASA CARRASCO ,1,1,DSMO DM ESTE,2,ESTE
81159,DSMO,CASA CASAMAYOR,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81180,DSMO,CASA CENCE,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81850,DSMO,CASA CERRO VALLEJO,1,1,PILAR DEL PRADO ,9,CAMPANILLAS 
81850,DSMO,CASA CERRO VALLEJO,2,2,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
81224,DSMO,CASA CHINCHILLA ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81691,DSMO,CASA CONFEDERACION,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81691,DSMO,CASA CONFEDERACION,2,2,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81229,DSMO,CASA CORRAL ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
80508,DSMO,CASA CUESTA DE QUIROS ,1,1,DSMO DM ESTE,2,ESTE
80508,DSMO,CASA CUESTA DE QUIROS ,2,2,DSMO DM ESTE,2,ESTE
80774,DSMO,CASA DE ANA MIRANDA ,1,1,DSMO DM ESTE,2,ESTE
80516,DSMO,CASA DE BLAS,1,1,DSMO DM ESTE,2,ESTE
80516,DSMO,CASA DE BLAS,2,2,DSMO DM ESTE,2,ESTE
81198,DSMO,CASA DE CERRO ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81198,DSMO,CASA DE CERRO ,2,2,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81237,DSMO,CASA DE CHAVICO ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81564,DSMO,CASA DE FLAMENCO,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81720,DSMO,CASA DE GAMEZ ,1,1,LOS G�MEZ-ZAPATERO,5,PALMA-PALMILLA
80409,DSMO,CASA DE PEONES,1,1,DSMO DM ESTE,2,ESTE
81115,DSMO,CASA DE RAFALILLO ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81115,DSMO,CASA DE RAFALILLO ,2,2,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81696,DSMO,CASA DE RAMON ,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
80306,DSMO,CASA DE ROMPEDIZO ,1,1,DSMO DM ESTE,2,ESTE
81080,DSMO,CASA DE SERVICIO CONFEDERACION,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81532,DSMO,CASA DEL BARBERO,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
80702,DSMO,CASA DEL PUERTO ,1,1,DSMO DM ESTE,2,ESTE
81058,DSMO,CASA DON VENTURA,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81058,DSMO,CASA DON VENTURA,2,2,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
82521,DSMO,CASA EL PEDREGAL,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
80703,DSMO,CASA ENCINA ,1,1,DSMO DM ESTE,2,ESTE
80703,DSMO,CASA ENCINA ,2,2,DSMO DM ESTE,2,ESTE
81230,DSMO,CASA FORESTAL ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81171,DSMO,CASA FORESTAL ARROYO HONDO,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81060,DSMO,CASA FORESTAL CONTRERAS ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81172,DSMO,CASA FORESTAL CUADRADA,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81170,DSMO,CASA FORESTAL EL BOTICARIO,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81170,DSMO,CASA FORESTAL EL BOTICARIO,2,2,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81173,DSMO,CASA FORESTAL JUAN LUNA ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81194,DSMO,CASA FORESTAL LAS CONTADORAS,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81194,DSMO,CASA FORESTAL LAS CONTADORAS,2,2,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81085,DSMO,CASA FORESTAL LOS CALVOS,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81099,DSMO,CASA FORESTAL MARUJAN ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81062,DSMO,CASA FORESTAL PICAPEDREROS,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81225,DSMO,CASA FORESTAL SERRANILLO,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81206,DSMO,CASA FORESTAL TORRIJOS,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81251,DSMO,CASA FRONTALES,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
80627,DSMO,CASA FUENSANTILLA ,1,1,DSMO DM ESTE,2,ESTE
81168,DSMO,CASA GUIJARRO ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
80429,DSMO,CASA HURTADO,1,1,DSMO DM ESTE,2,ESTE
80688,DSMO,CASA JUAN PEREZ SANCHEZ ,1,3,DSMO DM ESTE,2,ESTE
80688,DSMO,CASA JUAN PEREZ SANCHEZ ,2,2,DSMO DM ESTE,2,ESTE
80647,DSMO,CASA JUAN PINAZO RUIZ ,1,1,DSMO DM ESTE,2,ESTE
80624,DSMO,CASA LA CORACHINA ,1,1,DSMO DM ESTE,2,ESTE
81567,DSMO,CASA LA ESCARDADA ,1,3,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81567,DSMO,CASA LA ESCARDADA ,2,4,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81120,DSMO,CASA LA SOLANA,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
82147,DSMO,CASA LA VENTILLA,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82147,DSMO,CASA LA VENTILLA,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81061,DSMO,CASA LAS LIGERAS,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81553,DSMO,CASA LO MILLAN,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81553,DSMO,CASA LO MILLAN,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81538,DSMO,CASA LO RUIZ,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81538,DSMO,CASA LO RUIZ,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81531,DSMO,CASA LORCURA,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81122,DSMO,CASA LOS CARRILLOS,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81122,DSMO,CASA LOS CARRILLOS,2,2,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81185,DSMO,CASA LOS CUENCAS,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81516,DSMO,CASA LOS GAMEZ,1,3,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81516,DSMO,CASA LOS GAMEZ,2,4,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81116,DSMO,CASA MONIGOTE ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
80669,DSMO,CASA NUEVA,1,1,DSMO DM ESTE,2,ESTE
80673,DSMO,CASA PALMA,1,1,DSMO DM ESTE,2,ESTE
82074,DSMO,CASA PELIGRAN ,1,1,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
80750,DSMO,CASA PUERTO DEL LEON,1,1,DSMO DM ESTE,2,ESTE
81746,DSMO,CASA PUNTA,1,5,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81746,DSMO,CASA PUNTA,2,4,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81714,DSMO,CASA ROSA ,1,1,LOS G�MEZ-ZAPATERO,5,PALMA-PALMILLA
80435,DSMO,CASA RUFINA ,1,1,DSMO DM ESTE,2,ESTE
21800,CMNO,CASA RUICES BAJOS ,1,3,PUERTOSOL ,10,PUERTO DE LA TORRE
21800,CMNO,CASA RUICES BAJOS ,5,15,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
21800,CMNO,CASA RUICES BAJOS ,2,2,PUERTOSOL ,10,PUERTO DE LA TORRE
21800,CMNO,CASA RUICES BAJOS ,4,24,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82162,DSMO,CASA RUICES BAJOS ,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82162,DSMO,CASA RUICES BAJOS ,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81192,DSMO,CASA SUPIDE ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81542,DSMO,CASA TINTORERO,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81542,DSMO,CASA TINTORERO,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81536,DSMO,CASA TORREQUEMADA ,1,5,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81536,DSMO,CASA TORREQUEMADA ,2,4,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81232,DSMO,CASA VIGIL,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
13888,CL,CASABERMEJA ,1,17,PARQUE EMPRESARIAL AZUCARERA,7,CARRETERA DE CADIZ
13888,CL,CASABERMEJA ,2,14,PARQUE EMPRESARIAL AZUCARERA,7,CARRETERA DE CADIZ
13902,CMNO,CASABERMEJA ,1,79,CIUDAD JARD�N ,3,CIUDAD JARDIN 
13902,CMNO,CASABERMEJA ,81,85,FINCA SAN JOSE,3,CIUDAD JARDIN 
13902,CMNO,CASABERMEJA ,2,54,CIUDAD JARD�N ,3,CIUDAD JARDIN 
13902,CMNO,CASABERMEJA ,56,78,LOS VIVEROS ,3,CIUDAD JARDIN 
13902,CMNO,CASABERMEJA ,80,124,SAN JOSE,3,CIUDAD JARDIN 
13902,CMNO,CASABERMEJA ,126,128,FINCA SAN JOSE,3,CIUDAD JARDIN 
13902,CMNO,CASABERMEJA ,130,130,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
21571,CTRA,CASABERMEJA KM-3.0,1,33,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21571,CTRA,CASABERMEJA KM-3.0,2,34,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21572,CTRA,CASABERMEJA KM-3.1,1,23,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21572,CTRA,CASABERMEJA KM-3.1,2,22,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21574,CTRA,CASABERMEJA KM-3.2,1,9,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21574,CTRA,CASABERMEJA KM-3.2,2,10,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21573,CTRA,CASABERMEJA KM-4.0,1,13,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21573,CTRA,CASABERMEJA KM-4.0,2,12,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21575,CTRA,CASABERMEJA KM-4.6,1,9,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21575,CTRA,CASABERMEJA KM-4.6,2,10,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
21648,CTRA,CASABERMEJA KM-6.2,1,7,LOS G�MEZ-ZAPATERO,5,PALMA-PALMILLA
21648,CTRA,CASABERMEJA KM-6.2,2,10,LOS G�MEZ-ZAPATERO,5,PALMA-PALMILLA
13944,CL,CASADO,1,11,EL MOLINILLO,1,CENTRO
13944,CL,CASADO,2,12,EL MOLINILLO,1,CENTRO
13972,CL,CASAJARA,1,7,LA TRINIDAD ,1,CENTRO
13972,CL,CASAJARA,2,4,LA TRINIDAD ,1,CENTRO
13986,CL,CASANUEVA ,1,35,EL CORTIJUELO JUNTA CAMINOS ,10,PUERTO DE LA TORRE
13986,CL,CASANUEVA ,2,16,EL CORTIJUELO JUNTA CAMINOS ,10,PUERTO DE LA TORRE
14000,CL,CASAPALMA ,1,11,CENTRO HISTORICO,1,CENTRO
14000,CL,CASAPALMA ,2,4,CENTRO HISTORICO,1,CENTRO
14028,CL,CASARABONELA,1,23,SAN RAFAEL,6,CRUZ DE HUMILLADERO 
14028,CL,CASARABONELA,2,28,SAN RAFAEL,6,CRUZ DE HUMILLADERO 
14056,CL,CASARES ,1,49,PARQUE EMPRESARIAL AZUCARERA,7,CARRETERA DE CADIZ
14056,CL,CASARES ,2,48,PARQUE EMPRESARIAL AZUCARERA,7,CARRETERA DE CADIZ
81527,DSMO,CASARON DE ANIS ,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81527,DSMO,CASARON DE ANIS ,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82229,DSMO,CASAS CUESTA DEL CERRADO,1,23,HDA.ESPERANZA-CUESTA CERRADO,9,CAMPANILLAS 
82229,DSMO,CASAS CUESTA DEL CERRADO,25,27,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82229,DSMO,CASAS CUESTA DEL CERRADO,29,29,HDA.ESPERANZA-CUESTA CERRADO,9,CAMPANILLAS 
82229,DSMO,CASAS CUESTA DEL CERRADO,31,31,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82229,DSMO,CASAS CUESTA DEL CERRADO,2,22,HDA.ESPERANZA-CUESTA CERRADO,9,CAMPANILLAS 
82229,DSMO,CASAS CUESTA DEL CERRADO,24,24,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82229,DSMO,CASAS CUESTA DEL CERRADO,26,26,HDA.ESPERANZA-CUESTA CERRADO,9,CAMPANILLAS 
82229,DSMO,CASAS CUESTA DEL CERRADO,28,30,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82229,DSMO,CASAS CUESTA DEL CERRADO,32,32,HDA.ESPERANZA-CUESTA CERRADO,9,CAMPANILLAS 
14084,CL,CASAS DE CAMPOS ,1,35,ENSANCHE CENTRO ,1,CENTRO
14084,CL,CASAS DE CAMPOS ,2,30,ENSANCHE CENTRO ,1,CENTRO
81514,DSMO,CASAS DE NEGRETE,1,3,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81514,DSMO,CASAS DE NEGRETE,2,4,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82230,DSMO,CASAS EL CERRADILLO ,1,5,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82230,DSMO,CASAS EL CERRADILLO ,7,11,HDA.ESPERANZA-CUESTA CERRADO,9,CAMPANILLAS 
82230,DSMO,CASAS EL CERRADILLO ,2,6,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82230,DSMO,CASAS EL CERRADILLO ,8,10,HDA.ESPERANZA-CUESTA CERRADO,9,CAMPANILLAS 
81544,DSMO,CASAS LA VENTILLA ,1,3,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81544,DSMO,CASAS LA VENTILLA ,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81110,DSMO,CASAS LOS ANAYAS,1,3,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81110,DSMO,CASAS LOS ANAYAS,2,2,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
14112,PJE ,CASERIO ,1,17,MIRAFLORES DEL PALO ,2,ESTE
14112,PJE ,CASERIO ,2,8,MIRAFLORES DEL PALO ,2,ESTE
80187,DSMO,CASERIO DE JARAZMIN ,1,1,DSMO DM ESTE,2,ESTE
80187,DSMO,CASERIO DE JARAZMIN ,2,2,DSMO DM ESTE,2,ESTE
81142,DSMO,CASERIO DE JOTRON ,1,9,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81142,DSMO,CASERIO DE JOTRON ,2,8,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
21734,CMNO,CASERIO DE SALINAS,1,37,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21734,CMNO,CASERIO DE SALINAS,2,46,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82218,DSMO,CASERIO DE SALINAS,1,29,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82218,DSMO,CASERIO DE SALINAS,2,28,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21877,CMNO,CASERIO JARAZMIN BLANCO ,1,53,DSMO DM ESTE,2,ESTE
21877,CMNO,CASERIO JARAZMIN BLANCO ,2,66,DSMO DM ESTE,2,ESTE
80717,DSMO,CASERIO JARAZMIN BLANCO ,1,3,DSMO DM ESTE,2,ESTE
80717,DSMO,CASERIO JARAZMIN BLANCO ,2,4,DSMO DM ESTE,2,ESTE
21789,CMNO,CASERIO LAS CASTA�ETAS,1,35,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21789,CMNO,CASERIO LAS CASTA�ETAS,2,16,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82031,DSMO,CASERIO LAS CASTA�ETAS,1,15,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
82031,DSMO,CASERIO LAS CASTA�ETAS,2,14,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
80658,DSMO,CASERIO LAS SAISIRAS (NORTE),1,7,DSMO DM ESTE,2,ESTE
80658,DSMO,CASERIO LAS SAISIRAS (NORTE),2,6,DSMO DM ESTE,2,ESTE
81561,DSMO,CASERIO LLANO PERSONA ,1,7,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81561,DSMO,CASERIO LLANO PERSONA ,2,8,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
80722,DSMO,CASERIO LOMILLA ,1,3,DSMO DM ESTE,2,ESTE
80722,DSMO,CASERIO LOMILLA ,2,4,DSMO DM ESTE,2,ESTE
80671,DSMO,CASERIO PALMA ,1,3,DSMO DM ESTE,2,ESTE
80671,DSMO,CASERIO PALMA ,2,2,DSMO DM ESTE,2,ESTE
80404,DSMO,CASERON DE CALASTRO ,1,1,DSMO DM ESTE,2,ESTE
80713,DSMO,CASERON DE GURRI,1,1,DSMO DM ESTE,2,ESTE
80721,DSMO,CASERON LOMILLA ,1,7,DSMO DM ESTE,2,ESTE
80721,DSMO,CASERON LOMILLA ,2,8,DSMO DM ESTE,2,ESTE
80634,DSMO,CASERON SANTA TERESA,1,1,DSMO DM ESTE,2,ESTE
80160,DSMO,CASERONES DE PADILLA,1,1,DSMO DM ESTE,2,ESTE
81357,DSMO,CASETA EMBALSE LIMONERO ,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
14126,CL,CASILDA ,1,3,PLAYAS DEL PALO ,2,ESTE
14126,CL,CASILDA ,2,4,PLAYAS DEL PALO ,2,ESTE
80421,DSMO,CASILLA ALFONSO AGUILAR ,1,1,DSMO DM ESTE,2,ESTE
80415,DSMO,CASILLA ALTA DEL ARROYO ,1,1,DSMO DM ESTE,2,ESTE
80610,DSMO,CASILLA BARRILERO ,1,1,DSMO DM ESTE,2,ESTE
81546,DSMO,CASILLA BERNARDO,1,3,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81546,DSMO,CASILLA BERNARDO,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81209,DSMO,CASILLA CALLEJA ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81711,DSMO,CASILLA CARVAJAL,1,1,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81711,DSMO,CASILLA CARVAJAL,2,2,DSMO DM PALMA-PALMILLA,5,PALMA-PALMILLA
81128,DSMO,CASILLA CERRAJERA ,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
81563,DSMO,CASILLA CRISTOBAL ,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
80477,DSMO,CASILLA CRUZADO ,1,1,DSMO DM ESTE,2,ESTE
